Country_Name,Country_Code,Year,GDP_usd,GDP_grow,GDP_per_capita_usd,Inflation,Unemployment_female,Unemployment_male,Unemployment_total,Mortality_rate_infant,Deposit_interest_rate,Lending_interest_rate,Trade_per_GDP,Access_to_electricity,Access_electricity_urban,Access_electricity_rural,Life_expectancy_birth_total,year
"Korea, Rep.",KOR,2019,1.65E+12,2.24397786,31902.4169,0.383000304,3.58,3.87,3.75,2.7,1.8525,3.445833333,75.75713897,100,100,100,83.23,1/1/2019
"Korea, Rep.",KOR,2020,1.64E+12,-0.709415359,31721.29802,0.537288023,3.99,3.89,3.93,2.6,1.160833333,2.801666667,69.03404509,100,100,100,83.43,1/1/2020
United States,USA,2011,1.56E+13,1.54989495,50065.9665,3.156841569,8.46,9.37,8.95,6.1,..,3.25,30.84248624,100,100,100,78.64,1/1/2011
United States,USA,2012,1.63E+13,2.280687603,51784.41857,2.069337265,7.89,8.23,8.07,6,..,3.25,30.68183537,100,100,100,78.74,1/1/2012
United States,USA,2013,1.68E+13,1.841875395,53291.12769,1.464832656,7.08,7.64,7.37,6,..,3.25,30.00236714,100,100,100,78.74,1/1/2013
United States,USA,2014,1.76E+13,2.287775933,55123.84979,1.622222977,6.06,6.26,6.17,5.9,..,3.25,29.99799978,100,100,100,78.84,1/1/2014
United States,USA,2015,1.82E+13,2.706369582,56762.72945,0.118627136,5.18,5.37,5.28,5.8,..,3.26,27.8122335,100,100,100,78.69,1/1/2015
United States,USA,2016,1.87E+13,1.667472076,57866.74493,1.261583206,4.79,4.94,4.87,5.7,..,3.511666667,26.58699936,100,100,100,78.54,1/1/2016
United States,USA,2017,1.95E+13,2.241921216,59907.75426,2.130110004,4.31,4.4,4.36,5.7,..,4.096666667,27.27916102,100,100,100,78.54,1/1/2017
United States,USA,2018,2.05E+13,2.945384831,62823.30944,2.442583297,3.84,3.95,3.9,5.6,..,4.904166667,27.61037927,100,100,100,78.64,1/1/2018
United States,USA,2019,2.14E+13,2.294439078,65120.39466,1.812210075,3.61,3.72,3.67,5.5,..,5.2825,26.45194947,100,100,100,78.79,1/1/2019
United States,USA,2020,2.11E+13,-2.767802511,63528.6343,1.233584396,8.35,7.8,8.05,5.4,..,3.544166667,23.38376188,100,100,100,76.98,1/1/2020
